Siglas	Votos	Diputados	Candidatura
censo	755007	7	
participacion	490902		
abstencion	264105		
nulos	4528		
blancos	8123		
PSOE	160190	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	105192	2	PARTIDO POPULAR
VOX	99928	1	VOX
PODEMOS-IU	59331	1	UNIDAS PODEMOS
Cs	37772	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
MÁS PAÍS-EQUO	8629	0	MÁS PAÍS-EQUO
PACMA	4095	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	545	0	RECORTES CERO-GRUPO VERDE
PUM+J	624	0	POR UN MUNDO MÁS JUSTO
AxSÍ	619	0	ANDALUCÍA POR SÍ
PCPE	371	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCTE	322	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
Canda	520	0	CONVERGENCIA ANDALUZA
IZAR	113	0	IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA
