Siglas	Votos	Diputados	Candidatura
censo	752991	7	
participacion	531552		
abstencion	221439		
nulos	3728		
blancos	7709		
PSOE	177478	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	96588	1	PARTIDO POPULAR
Cs	90935	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	71466	1	UNIDAS PODEMOS
VOX	73914	1	VOX
PACMA	5804	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	630	0	RECORTES CERO-GRUPO VERDE
PUM+J	624	0	POR UN MUNDO MÁS JUSTO
PCTE	391	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
AxSI	779	0	ANDALUCÍA POR SÍ
PCPA	373	0	PARTIDO COMUNISTA DEL PUEBLO ANDALUZ
"JF"	876	0	PARTIDO DE JUBILADOS POR EL FUTURO. DIGNIDAD Y DEMOCRACIA
IZAR	257	0	IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA
