Siglas	Votos	Diputados	Candidatura
censo	179653	4	
participacion	123173		
abstencion	56480		
nulos	2493		
blancos	881		
UCD	61025	3	UNION DE CENTRO DEMOCRATICO
PSOE	27143	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	3506	0	PARTIDO COMUNISTA DE ESPAÑA
CD	19603	0	COALICION DEMOCRATICA
UN	2111	0	PARTIDO UNION NACIONAL
PTE	591	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	463	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	563	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
OCEBR-UCE	372	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	488	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
FJONSA	400	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PLIB	2458	0	PARTIDO LIBERAL
PRE	1076	0	PARTIDO RURALISTA ESPAÑOL
