Siglas	Votos	Diputados	Candidatura
censo	1482866	2120364	
participacion	23263		
abstencion	1459603		
nulos	1387		
blancos	1071259		
PP	410046	5	PARTIDO POPULAR
PSOE	442267	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	91519	1	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	58502	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	11313	0	EQUO
Eb	2966	0	ESCAÑOS EN BLANCO
PA	23302	0	PARTIDO ANDALUCISTA
PUM+J	1415	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	1077	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
ANTICAPITALISTAS	1194	0	ANTICAPITALISTAS
UCE	332	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PH	900	0	PARTIDO HUMANISTA
SAIn	593	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
FE de las JONS	1160	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
