Siglas	Votos	Diputados	Candidatura
censo	864240	635184	
participacion	9537		
abstencion	854703		
nulos	638267		
blancos	4100		
PSOE	304745	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	196911	3	PARTIDO POPULAR
IU	89498	1	IZQUIERDA UNIDA
CDS	5911	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	4976	0	LOS VERDES
PA	12548	0	PARTIDO ANDALUCISTA
LE	2069	0	LOS ECOLOGISTAS
ARM-ADE	915	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PAP	4403	0	PARTIDO ANDALUZ DE PROGRESO
GIL	8004	0	GRUPO INDEPENDIENTE LIBERAL
PCPE	591	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	215	0	PARTIDO HUMANISTA
FE-JONS	444	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
SEES	578	0	SALUD Y ECOLOGIA EN SOLIDARIDAD
