Siglas	Votos	Diputados	Candidatura
censo	1199465	1774854	
participacion	22644		
abstencion	1176821		
nulos	1235		
blancos	897167		
PP	489946	8	PARTIDO POPULAR
PSOE	239318	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	57677	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	49662	0	UNIÓN PROGRESO Y DEMOCRACIA
ESQUERRA	2301	0	ESQUERRA REPUBLICANA
COMPROMÍS-Q	27619	0	BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS
PACMA	4904	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
P.C.P.E.	2122	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	894	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PH	1782	0	PARTIDO HUMANISTA
RPS	1078	0	REPUBLICANOS
