Siglas	Votos	Diputados	Candidatura
censo	137119	3	
participacion	103501		
abstencion	33618		
nulos	722		
blancos	1422		
PSOE	26503	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	32001	1	PARTIDO POPULAR
Cs	19102	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	7730	0	UNIDAS PODEMOS
VOX	14623	0	VOX
PACMA	673	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	169	0	RECORTES CERO-GRUPO VERDE
PACT	347	0	ACTÚA
PUM+J	113	0	POR UN MUNDO MÁS JUSTO
FE de las JONS	96	0	FALANGE ESPAÑOLA DE LAS JONS
