Siglas	Votos	Diputados	Candidatura
censo	507142	7	
participacion	334773		
abstencion	172369		
nulos	6126		
blancos	761		
UCD	50551	1	UNION DE CENTRO DEMOCRATICO
PSOE	59863	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	10034	0	PARTIDO COMUNISTA DE ESPAÑA
UN	2397	0	PARTIDO UNION NACIONAL
PNV	87090	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	57811	1	HERRI BATASUNA
ORT	2765	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
EE	42293	1	EUSKADIKO EZKERRA
MC-OIC	4754	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	498	0	IZQUIERDA REPUBLICANA
PCARL	4124	0	PARTIDO CARLISTA
LCR	2000	0	LIGA COMUNISTA REVOLUCIONARIA
UFV	3419	0	UNION FORAL PAIS VASCO
FJONSA	287	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
