Siglas	Votos	Diputados	Candidatura
censo	231910	347820	
participacion	10890		
abstencion	221020		
nulos	726		
blancos	175981		
PP	95124	3	PARTIDO POPULAR
PSOE	54066	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	7995	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	10367	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	1626	0	EQUO
PACMA	779	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	686	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	380	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	94	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
