Siglas	Votos	Diputados	Candidatura
censo	574029	315038	
participacion	10589		
abstencion	563440		
nulos	326666		
blancos	2845		
PP	79696	2	PARTIDO POPULAR
PSOE-PROGR.	76731	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	15107	0	IZQUIERDA UNIDA
EAJ-PNV	89783	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EA	45525	1	EUSKO ALKARTASUNA
VERDES	2772	0	LOS VERDES
UC-CDS	155	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	855	0	PARTIDO HUMANISTA
PLN	648	0	PARTIDO DE LA LEY NATURAL
FE	78	0	LA FALANGE
POSI	263	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
ES2000	140	0	PLATAFORMA ESPAÑA 2000
FEI-FE 2000	75	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
PC	248	0	PARTIDO CARLISTA
LI (LIT-CI)	115	0	LUCHA INTERNACIONALISTA
