Siglas	Votos	Diputados	Candidatura
censo	119505	89571	
participacion	363		
abstencion	119142		
nulos	90798		
blancos	125		
PSOE	27468	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	35705	2	PARTIDO POPULAR
IU	6387	0	IZQUIERDA UNIDA
CDS	14764	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	616	0	AGRUPACION RUIZ-MATEOS
LV-LV	802	0	LOS VERDES-LISTA VERDE
LVE	967	0	LOS VERDES ECOLOGISTAS
PTE-UC	283	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	518	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	163	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	109	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	278	0	PARTIDO HUMANISTA
AR	137	0	ALIANZA POR LA REPUBLICA
PED	110	0	UNIDAD CENTRISTA-P.E.D.
