Siglas	Votos	Diputados	Candidatura
censo	706247	491653	
participacion	55974		
abstencion	650273		
nulos	494904		
blancos	17154		
P.S.O.E.	179622	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	148501	2	PARTIDO POPULAR
I.U.	6940	0	IZQUIERDA UNIDA
UPyD	1750	0	UNION PROGRESO Y DEMOCRACIA
CC-PNC	143526	2	COALICION CANARIA-PARTIDO NACIONALISTA CANARIO
C's	158	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
VERDES	2071	0	LOS VERDES
LV-GV	1487	0	LOS VERDES-GRUPO VERDE
PUM+J	442	0	POR UN MUNDO MAS JUSTO
P.S.D.	470	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	646	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	468	0	CIUDADANOS EN BLANCO
FE de las JONS	125	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	199	0	DEMOCRACIA NACIONAL
PFyV	159	0	FAMILIA Y VIDA
PH	205	0	PARTIDO HUMANISTA
AES	141	0	ALTERNATIVA ESPAÑOLA
F.A.	134	0	FALANGE AUTENTICA
FRENTE	85	0	FRENTE ESPAÑOL
C.D.L.	208	0	CENTRO DEMOCRATICO LIBERAL
ANC	641	0	ALTERNATIVA NACIONALISTA CANARIA
UNIDAD DEL PUEBLO	245	0	UNIDAD DEL PUEBLO
MUPC	286	0	MOVIMIENTO POR LA UNIDAD DEL PUEBLO CANARIO
UCPIC	464	0	UNION CIUDADANA PROGRESISTAS INDEPENDIENTES DE CANARIAS
