Siglas	Votos	Diputados	Candidatura
censo	4201151	32	
participacion	2942354		
abstencion	1258797		
nulos	20457		
blancos	14599		
PSOE	638319	8	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	225645	2	PARTIDO POPULAR
VOX	184715	2	VOX
ERC-SOBIRANISTES	618909	7	ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES
Cs	174124	2	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
JxCAT-JUNTS	343931	4	JUNTS PER CATALUNYA-JUNTS
ECP-GUANYEM EL CANVI	452482	5	EN COMÚ PODEM-GUANYEM EL CANVI
CUP-PR	179041	2	CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA
PACMA	34752	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
MÁS PAÍS	41826	0	MÁS PAÍS
RECORTES CERO-GV	4698	0	RECORTES CERO-GRUPO VERDE
PUM+J	1577	0	POR UN MUNDO MÁS JUSTO
PCPE	1509	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCTE	1587	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
I.Fem	3005	0	INICIATIVA FEMINISTA
IZQP	1178	0	IZQUIERDA EN POSITIVO
