Siglas	Votos	Diputados	Candidatura
censo	141321	3	
participacion	97038		
abstencion	44283		
nulos	1015		
blancos	1250		
PSOE	31847	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	34195	2	PARTIDO POPULAR
VOX	13816	0	VOX
PODEMOS-IU	7746	0	UNIDAS PODEMOS
Cs	5937	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	582	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	256	0	RECORTES CERO-GRUPO VERDE
PUM+J	209	0	POR UN MUNDO MÁS JUSTO
PCTE	106	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
FE de las JONS	79	0	FALANGE ESPAÑOLA DE LAS JONS
