Siglas	Votos	Diputados	Candidatura
censo	387376	527014	
participacion	5379		
abstencion	381997		
nulos	243		
blancos	266545		
PP	115651	3	PARTIDO POPULAR
PSOE	106835	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	18532	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	9048	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	2001	0	EQUO
PACMA	821	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	917	0	ESCAÑOS EN BLANCO
PA	4992	0	PARTIDO ANDALUCISTA
PUM+J	309	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	444	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
RPS	249	0	REPUBLICANOS
D.N.	296	0	DEMOCRACIA NACIONAL
