Siglas	Votos	Diputados	Candidatura
censo	221079	155660	
participacion	1073		
abstencion	220006		
nulos	157879		
blancos	407		
PSOE	40860	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	30652	1	PARTIDO POPULAR
IU	10748	0	IZQUIERDA UNIDA
CDS	1818	0	CENTRO DEMOCRATICO Y SOCIAL
EAJ-PNV	26321	1	EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	14702	0	HERRI BATASUNA
VERDES	1775	0	LOS VERDES
EA-EUE	9036	0	COALICION EUSKO ALKARTASUNA-EUSKAL EZKERRA
LE	1084	0	LOS ECOLOGISTAS
ARM-ADE	392	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
UA	16623	0	UNIDAD ALAVESA
PLN	204	0	PARTIDO DE LA LEY NATURAL
POR	111	0	PARTIDO OBRERO REVOLUCIONARIO
NPS	127	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
