Siglas	Votos	Diputados	Candidatura
censo	3274966	32	
participacion	2815298		
abstencion	459668		
nulos	52635		
blancos	11826		
PSOE	1439137	18	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	891372	11	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	92508	1	UNION DE CENTRO DEMOCRATICO
PCE	137459	1	PARTIDO COMUNISTA DE ESPAÑA
CDS	113384	1	CENTRO DEMOCRATICO Y SOCIAL
FN	22602	0	ASOCIACION POLITICA FUERZA NUEVA
PST	8064	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
SE	10017	0	SOLIDARIDAD ESPAÑOLA
PCOE	5210	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	3900	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	7532	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	3188	0	CANDIDATURA DE UNIDAD COMUNISTA
MFE	2187	0	MOVIMIENTO FALANGISTA DE ESPAÑA
PS	6375	0	PARTIDO SOCIALISTA
LC (COSI)	634	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
FIC	3772	0	FRENTE DE IZQUIERDA COMUNISTA
FE-JONS	92	0	FALANGE ESPAÑOLA DE LAS JONS
ACI	1710	0	AGRUPACION CIUDADANA INDEPENDIENTE
M.CAT.E	1694	0	MOVIMIENTO CATOLICO ESPAÑOL
