Siglas	Votos	Diputados	Candidatura
censo	172644	3	
participacion	126720		
abstencion	45924		
nulos	1271		
blancos	1406		
PSOE	41354	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	25149	1	PARTIDO POPULAR
Cs	24568	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	17151	0	UNIDAS PODEMOS
VOX	13389	0	VOX
PACMA	1013	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	284	0	RECORTES CERO-GRUPO VERDE
PUM+J	170	0	POR UN MUNDO MÁS JUSTO
PCPE	216	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	474	0	ESCAÑOS EN BLANCO
PYLN	148	0	PUYALON
FIA	127	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
