Siglas	Votos	Diputados	Candidatura
censo	562799	6	
participacion	376484		
abstencion	186315		
nulos	2684		
blancos	3324		
PP	45619	1	PARTIDO POPULAR
PSOE	58922	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	53152	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EN COMÚ	77036	1	EN COMÚ PODEM
ERC-CATSI	65272	1	ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ
DL	57071	1	DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.
PACMA	4170	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	686	0	UNIÓN PROGRESO Y DEMOCRACIA
unio.cat	6324	0	UNIÓ DEMOCRÀTICA DE CATALUNYA
RECORTES CE	894	0	RECORTES CERO-GRUPO VERDE
EB	625	0	ESCAÑOS EN BLANCO
