Siglas	Votos	Diputados	Candidatura
censo	309358	4	
participacion	211743		
abstencion	97615		
nulos	1997		
blancos	2276		
PP	89375	2	PARTIDO POPULAR
PSOE	45593	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	35242	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	25743	0	PODEMOS
IU-UPeC	7017	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	1175	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1669	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	822	0	VOX
RECORTES CE	319	0	RECORTES CERO-GRUPO VERDE
PCPE	264	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PREPAL	251	0	PARTIDO REGIONALISTA DEL PAÍS LEONES
