Siglas	Votos	Diputados	Candidatura
censo	422448	342871	
participacion	9326		
abstencion	413122		
nulos	350444		
blancos	2014		
PSOE	155401	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	163009	3	PARTIDO POPULAR
IU	13029	0	IZQUIERDA UNIDA
CENB	562	0	CIUDADANOS EN BLANCO
CDS	1015	0	CENTRO DEMOCRATICO Y SOCIAL
PH	491	0	PARTIDO HUMANISTA
IR	157	0	IZQUIERDA REPUBLICANA
P.CANNABIS	1851	0	PART. CANNABIS POR LA LEGALIZACION Y NORMALIZACION
PFyV	367	0	PARTIDO FAMILIA Y VIDA
DN	123	0	DEMOCRACIA NACIONAL
PCPE	236	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	213	0	FALANGE ESPAÑOLA DE LAS JONS
FE	128	0	LA FALANGE
TC-PNC	1364	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	77	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	152	0	PARTIDO DEMOCRATA ESPAÑOL
FA	109	0	FALANGE AUTENTICA
ESPAÑA 2000	119	0	ESPAÑA 2000
CI	2421	0	CAND. INDEPENDIENTE-EL PARTIDO DE CASTILLA Y LEON
