Siglas	Votos	Diputados	Candidatura
censo	802050	656528	
participacion	7136		
abstencion	794914		
nulos	659952		
blancos	2563		
PSOE	253324	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	310507	4	PARTIDO POPULAR
IU	63717	1	IZQUIERDA UNIDA
CDS	14442	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	5085	0	LOS VERDES
LE	1685	0	LOS ECOLOGISTAS
ARM-ADE	1399	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	362	0	PARTIDO DE LA LEY NATURAL
PH	487	0	PARTIDO HUMANISTA
POR	686	0	PARTIDO OBRERO REVOLUCIONARIO
ARCOIRIS	1407	0	ARCOIRIS
