Siglas	Votos	Diputados	Candidatura
censo	993689	9	
participacion	622252		
abstencion	371437		
nulos	6938		
blancos	6497		
PP	198876	3	PARTIDO POPULAR
PSOE	175498	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	130643	2	UNIDOS PODEMOS
C's	88029	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	9719	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1417	0	RECORTES CERO-GRUPO VERDE
UPyD	1750	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1253	0	VOX
PCPE	767	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	472	0	FALANGE ESPAÑOLA DE LAS JONS
P-LIB	393	0	PARTIDO LIBERTARIO
