Siglas	Votos	Diputados	Candidatura
censo	197998	138102	
participacion	926		
abstencion	197072		
nulos	139084		
blancos	196		
PSOE	45259	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	21600	1	COALICION POPULAR
CDS	11951	0	CENTRO DEMOCRATICO Y SOCIAL
IU	1162	0	COALICION IZQUIERDA UNIDA
EAJ-PNV	26030	1	PARTIDO NACIONALISTA VASCO
HB	16440	0	HERRI BATASUNA
MUC	814	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
EE	11081	0	EUSKADIKO EZKERRA
PST	533	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	333	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	193	0	UNIDAD  POPULAR REPUBLICANA
POSI	180	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
