Siglas	Votos	Diputados	Candidatura
censo	920996	1279760	
participacion	28475		
abstencion	892521		
nulos	1665		
blancos	644767		
PP	113401	1	PARTIDO POPULAR
PSOE	136853	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	24205	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	10886	0	UNIÓN PROGRESO Y DEMOCRACIA
AMAIUR	122796	2	AMAIUR
EAJ-PNV	208683	3	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EQUO	7387	0	EQUO
PACMA	3278	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	2886	0	ESCAÑOS EN BLANCO
PUM+J	1670	0	POR UN MUNDO MÁS JUSTO
UCE	550	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
