Siglas	Votos	Diputados	Candidatura
censo	526911	5	
participacion	392085		
abstencion	134826		
nulos	2524		
blancos	5169		
PSOE	152932	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	75885	1	PARTIDO POPULAR
Cs	61413	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	40880	0	UNIDAS PODEMOS
VOX	46934	0	VOX
PACMA	3369	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	401	0	RECORTES CERO-GRUPO VERDE
PUM+J	325	0	POR UN MUNDO MÁS JUSTO
AxSI	545	0	ANDALUCÍA POR SÍ
PCPA	437	0	PARTIDO COMUNISTA DEL PUEBLO ANDALUZ
CILU-LINARES	1081	0	CIUDADANOS INDEPENDIENTES DE LINARES UNIDOS
RISA	190	0	PARTIDO REPUBLICANO INDEPENDIENTE SOLIDARIO ANDALUZ
