Siglas	Votos	Diputados	Candidatura
censo	748579	7	
participacion	494171		
abstencion	254408		
nulos	3424		
blancos	4631		
PP	172721	3	PARTIDO POPULAR
PSOE	151445	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	86975	1	UNIDOS PODEMOS
C's	66000	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	5228	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	763	0	RECORTES CERO-GRUPO VERDE
UPyD	1158	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	993	0	VOX
PCPE	641	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
IZAR	192	0	IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA
