Siglas	Votos	Diputados	Candidatura
censo	5054955	37	
participacion	3814359		
abstencion	1240596		
nulos	24631		
blancos	32112		
PSOE	1031534	11	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	705119	7	PARTIDO POPULAR
Cs	792203	8	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	613911	6	UNIDAS PODEMOS
VOX	524176	5	VOX
PACMA	50909	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	7512	0	RECORTES CERO-GRUPO VERDE
PACT	19208	0	ACTÚA
PUM+J	5221	0	POR UN MUNDO MÁS JUSTO
PCTE	2329	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PCPE	2038	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	3456	0	PARTIDO HUMANISTA
