Siglas	Votos	Diputados	Candidatura
censo	3968031	2535973	
participacion	64986		
abstencion	3903045		
nulos	2572428		
blancos	14582		
PP	602777	8	PARTIDO POPULAR
PSOE-PROGR.	909601	12	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	64111	0	IZQUIERDA UNIDA
CIU	673558	9	CONVERGENCIA I UNIO
ERC	131114	1	ESQUERRA REPUBLICANA DE CATALUNYA
IC-V	103778	1	INICIATIVA PER CATALUNYA-VERDS
GIL	2547	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	1450	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
LV-GV	14922	0	LOS VERDES-GRUPO VERDE
PH	1333	0	PARTIDO HUMANISTA
PLN	1048	0	PARTIDO DE LA LEY NATURAL
FE	826	0	LA FALANGE
POSI	3501	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
EV-AV	7685	0	ELS VERDS-ALTERNATIVA VERDA
ES2000	613	0	PLATAFORMA ESPAÑA 2000
PADE	430	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	826	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
EC	1538	0	ESTAT CATALA
LI (LIT-CI)	518	0	LUCHA INTERNACIONALISTA
IR-PRE	1275	0	IZQUIERDA REPUBLICANA-PARTIT REPUBLICA D'ESQUERRA
PNCA	861	0	PARTIDO NACIONALISTA CALO
N	710	0	ESTADO NACIONAL EUROPEO
