Siglas	Votos	Diputados	Candidatura
censo	373469	273024	
participacion	4959		
abstencion	368510		
nulos	277028		
blancos	839		
PSOE	154579	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	84173	2	PARTIDO POPULAR
IU	15097	0	IZQUIERDA UNIDA
PA	14542	0	PARTIDO ANDALUCISTA
CENB	351	0	CIUDADANOS EN BLANCO
CDS	162	0	CENTRO DEMOCRATICO Y SOCIAL
PSA	1055	0	PARTIDO SOCIALISTA DE ANDALUCIA
PH	190	0	PARTIDO HUMANISTA
IR	145	0	IZQUIERDA REPUBLICANA
DN	116	0	DEMOCRACIA NACIONAL
FE de las JONS	91	0	FALANGE ESPAÑOLA DE LAS JONS
FE	93	0	LA FALANGE
MSR	52	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	68	0	FALANGE AUTENTICA
A	150	0	ASAMBLEA DE ANDALUCIA
PTPRE	248	0	PARTIDO DE LOS TRABAJADORES EN PRECARIO
