Siglas	Votos	Diputados	Candidatura
censo	241301	4	
participacion	199259		
abstencion	42042		
nulos	5190		
blancos	517		
UCD	108862	3	UNION DE CENTRO DEMOCRATICO
PSOE	44168	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	5522	0	PARTIDO COMUNISTA DE ESPAÑA
AP	15259	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	11930	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	5302	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	872	0	FRENTE DEMOCRATICO DE IZQUIERDAS
RSE	929	0	REFORMA SOCIAL ESPAÑOLA
FJONSA	708	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
