Siglas	Votos	Diputados	Candidatura
censo	276276	5	
participacion	212232		
abstencion	64044		
nulos	4670		
blancos	1393		
PSOE	119903	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	48280	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	23294	0	UNION DE CENTRO DEMOCRATICO
PCE	5504	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	3666	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1251	0	ASOCIACION POLITICA FUERZA NUEVA
PSA-PA	2558	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
SE	351	0	SOLIDARIDAD ESPAÑOLA
UCE	323	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	328	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	476	0	CANDIDATURA DE UNIDAD COMUNISTA
MFE	235	0	MOVIMIENTO FALANGISTA DE ESPAÑA
