Siglas	Votos	Diputados	Candidatura
censo	161168	250184	
participacion	2332		
abstencion	158836		
nulos	154		
blancos	126791		
PP	69939	2	PARTIDO POPULAR
PSOE	41293	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	5968	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	4468	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	802	0	EQUO
PACMA	306	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	157	0	POR UN MUNDO MÁS JUSTO
UCE	90	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
C.D.L.	178	0	CENTRO DEMOCRATICO LIBERAL
PCAS	154	0	PARTIDO CASTELLANO
