Siglas	Votos	Diputados	Candidatura
censo	76814	2	
participacion	50337		
abstencion	26477		
nulos	600		
blancos	719		
PP	22264	1	PARTIDO POPULAR
PSOE	12762	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	7599	0	UNIDOS PODEMOS
C's	5679	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	260	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	90	0	RECORTES CERO-GRUPO VERDE
UPyD	125	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	119	0	VOX
PCPE	57	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	63	0	FALANGE ESPAÑOLA DE LAS JONS
