Siglas	Votos	Diputados	Candidatura
censo	407899	6	
participacion	321552		
abstencion	86347		
nulos	6405		
blancos	1311		
UCD	163536	4	UNION DE CENTRO DEMOCRATICO
PSOE	73554	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	14046	0	PARTIDO COMUNISTA DE ESPAÑA
AP	28472	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	16244	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDI	775	0	FRENTE DEMOCRATICO DE IZQUIERDAS
AET	669	0	AGRUPACION ELECTORAL DE TRABAJADORES
RSE	1067	0	REFORMA SOCIAL ESPAÑOLA
UAB	11914	0	UNIO AUTONOMISTA
CJA	613	0	ASOCIACION CIRCULOS JOSE ANTONIO
UDIB	2946	0	UNION DEMOCRATA DE LAS ISLAS BALEARES
