Siglas	Votos	Diputados	Candidatura
censo	787709	9	
participacion	665188		
abstencion	122521		
nulos	13805		
blancos	2920		
PSOE	352632	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	189040	3	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	46940	0	UNION DE CENTRO DEMOCRATICO
PCE	26531	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	16680	0	CENTRO DEMOCRATICO Y SOCIAL
FN	3461	0	ASOCIACION POLITICA FUERZA NUEVA
PST	3656	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
SE	863	0	SOLIDARIDAD ESPAÑOLA
PCOE	1327	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	688	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	444	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
UPV	2414	0	UNITAT DEL POBLE VALENCIA
CUC	602	0	CANDIDATURA DE UNIDAD COMUNISTA
EUPV	1226	0	ESQUERRA UNIDA DEL PAIS VALENCIA
MFE	713	0	MOVIMIENTO FALANGISTA DE ESPAÑA
LC (COSI)	636	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
IR	610	0	IZQUIERDA REPUBLICANA
