Siglas	Votos	Diputados	Candidatura
censo	712632	544239	
participacion	13311		
abstencion	699321		
nulos	551149		
blancos	4443		
P.S.O.E.	254479	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	199934	3	PARTIDO POPULAR
I.U.	15731	0	IZQUIERDA UNIDA
UPyD	6621	0	UNION PROGRESO Y DEMOCRACIA
C's	755	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	958	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PAR	25949	0	PARTIDO ARAGONES
CHA	32281	0	CHUNTA ARAGONESISTA
LV-GV	1758	0	LOS VERDES-GRUPO VERDE
PUM+J	372	0	POR UN MUNDO MAS JUSTO
P.S.D.	286	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	200	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	376	0	CIUDADANOS EN BLANCO
FE de las JONS	236	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	323	0	DEMOCRACIA NACIONAL
PFyV	262	0	FAMILIA Y VIDA
PH	91	0	PARTIDO HUMANISTA
AES	76	0	ALTERNATIVA ESPAÑOLA
E-2000	73	0	ESPAÑA 2000
F.A.	135	0	FALANGE AUTENTICA
A.u.N.	133	0	ALIANZA NACIONAL
FRENTE	113	0	FRENTE ESPAÑOL
pCUA	380	0	PARTIDO CIUDADANOS UNIDOS DE ARAGON
