Siglas	Votos	Diputados	Candidatura
censo	483200	312398	
participacion	6721		
abstencion	476479		
nulos	316528		
blancos	1598		
PP	76468	2	PARTIDO POPULAR
PSOE-PROGR.	101817	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	4405	0	IZQUIERDA UNIDA
CIU	97616	2	CONVERGENCIA I UNIO
ERC	19277	0	ESQUERRA REPUBLICANA DE CATALUNYA
IC-V	6585	0	INICIATIVA PER CATALUNYA-VERDS
GIL	455	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	220	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	167	0	PARTIDO HUMANISTA
PLN	167	0	PARTIDO DE LA LEY NATURAL
FE	218	0	LA FALANGE
POSI	353	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
EV-AV	1240	0	ELS VERDS-ALTERNATIVA VERDA
ES2000	96	0	PLATAFORMA ESPAÑA 2000
PADE	74	0	PARTIDO DEMOCRATA ESPAÑOL
EC	251	0	ESTAT CATALA
LI (LIT-CI)	126	0	LUCHA INTERNACIONALISTA
IR-PRE	266	0	IZQUIERDA REPUBLICANA-PARTIT REPUBLICA D'ESQUERRA
PNCA	132	0	PARTIDO NACIONALISTA CALO
PDEP	85	0	PARTIDO DEMOCRATICO DEL PUEBLO
