Siglas	Votos	Diputados	Candidatura
censo	379184	281991	
participacion	1211		
abstencion	377973		
nulos	284953		
blancos	426		
PSOE	101532	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	107695	3	PARTIDO POPULAR
IU	26753	0	IZQUIERDA UNIDA
CDS	32342	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	1802	0	AGRUPACION RUIZ-MATEOS
LVE	3311	0	LOS VERDES ECOLOGISTAS
PTE-UC	2264	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1386	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	493	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	541	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	347	0	PARTIDO HUMANISTA
PED	175	0	UNIDAD CENTRISTA-P.E.D.
PANCAL	947	0	PARTIDO NACIONALISTA DE CASTILLA Y LEON
