Siglas	Votos	Diputados	Candidatura
censo	461858	361808	
participacion	17331		
abstencion	444527		
nulos	370070		
blancos	4290		
PSOE	149906	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	190383	3	PARTIDO POPULAR
IU	12146	0	IZQUIERDA UNIDA
CENB	1326	0	CIUDADANOS EN BLANCO
CDS	896	0	CENTRO DEMOCRATICO Y SOCIAL
PH	694	0	PARTIDO HUMANISTA
DN	204	0	DEMOCRACIA NACIONAL
PCPE	431	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	209	0	FALANGE ESPAÑOLA DE LAS JONS
FE	167	0	LA FALANGE
MSR	500	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	140	0	FALANGE AUTENTICA
PC	126	0	PARTIDO CARLISTA
CNC	1431	0	CONCEJU NACIONALIEGU CANTABRU
