Siglas	Votos	Diputados	Candidatura
censo	168244	117632	
participacion	984		
abstencion	167260		
nulos	118680		
blancos	473		
PSOE	47491	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	29938	1	PARTIDO POPULAR
IU	9074	0	IZQUIERDA UNIDA
CDS	10015	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	1058	0	AGRUPACION RUIZ-MATEOS
LVE	1405	0	LOS VERDES ECOLOGISTAS
PTE-UC	368	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	870	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PAR	14260	0	PARTIDO ARAGONES REGIONALISTA
PCPE	237	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	103	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	412	0	COALICION SOCIALDEMOCRATA
PH	118	0	PARTIDO HUMANISTA
AR	120	0	ALIANZA POR LA REPUBLICA
UA-CH.A	875	0	UNION ARAGONESISTA-CHUNTA ARAGONESISTA
