Siglas	Votos	Diputados	Candidatura
censo	569535	8	
participacion	440574		
abstencion	128961		
nulos	6053		
blancos	912		
UCD	115390	3	UNION DE CENTRO DEMOCRATICO
PSOE	185095	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	50990	1	PARTIDO COMUNISTA DE ESPAÑA
AP	34838	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	22144	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	3942	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	5106	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	1536	0	ALIANZA SOCIALISTA DEMOCRATICA
RSE	7049	0	REFORMA SOCIAL ESPAÑOLA
FJONSA	1444	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
ANEPA-CP	1124	0	ASOC.NAL. PARA EL ESTUDIO DE PROBLEMAS ACTUALES
MS	3245	0	MOVIMIENTO SOCIALISTA
CIPYE	1480	0	CANDIDATOS INDEP. DE LA PEQUEÑA Y MEDIANA EMPRESA
BAI	226	0	BLOQUE ANDALUZ DE IZQUIERDA
