Siglas	Votos	Diputados	Candidatura
censo	121440	3	
participacion	93139		
abstencion	28301		
nulos	903		
blancos	1303		
PP	36182	2	PARTIDO POPULAR
PSOE	19769	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	15665	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	13144	0	PODEMOS
IU-UPeC	3742	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	517	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1274	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	227	0	RECORTES CERO-GRUPO VERDE
PCPE	190	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las J	223	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
