Siglas	Votos	Diputados	Candidatura
censo	205929	147363	
participacion	1080		
abstencion	204849		
nulos	149134		
blancos	424		
PSOE	58678	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	60737	2	PARTIDO POPULAR
IU	9495	0	IZQUIERDA UNIDA
CDS	10620	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	1823	0	AGRUPACION RUIZ-MATEOS
LVE	1893	0	LOS VERDES ECOLOGISTAS
PTE-UC	679	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	848	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	271	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	220	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	769	0	COALICION SOCIALDEMOCRATA
