Siglas	Votos	Diputados	Candidatura
censo	375666	5	
participacion	264658		
abstencion	111008		
nulos	5351		
blancos	1175		
UCD	108552	3	UNION DE CENTRO DEMOCRATICO
PSOE	78512	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	17140	0	PARTIDO COMUNISTA DE ESPAÑA
CD	26707	0	COALICION DEMOCRATICA
UN	10106	0	PARTIDO UNION NACIONAL
PTE	4014	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	3735	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	3267	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	872	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	643	0	IZQUIERDA REPUBLICANA
PCARL	1013	0	PARTIDO CARLISTA
OCEBR-UCE	772	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
LCR	752	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	1387	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
FE-UF	660	0	FALANGE ESPAÑOLA - UNIDAD FALANGISTA
