Siglas	Votos	Diputados	Candidatura
censo	591023	408915	
participacion	3789		
abstencion	587234		
nulos	411161		
blancos	1373		
PSOE	204596	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	100619	2	PARTIDO POPULAR
IU	47067	1	IZQUIERDA UNIDA
CDS	24619	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	5613	0	AGRUPACION RUIZ-MATEOS
PA	10824	0	PARTIDO ANDALUCISTA
LV-LV	3833	0	LOS VERDES-LISTA VERDE
LVE	2179	0	LOS VERDES ECOLOGISTAS
PTE-UC	4310	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1042	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	800	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	460	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	219	0	PARTIDO HUMANISTA
AR	191	0	ALIANZA POR LA REPUBLICA
PED	174	0	UNIDAD CENTRISTA-P.E.D.
