Siglas	Votos	Diputados	Candidatura
censo	166502	133195	
participacion	1984		
abstencion	164518		
nulos	134588		
blancos	741		
P.S.O.E.	54738	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	67668	2	PARTIDO POPULAR
I.U.	4390	0	IZQUIERDA UNIDA
UPyD	2820	0	UNION PROGRESO Y DEMOCRACIA
C's	126	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	308	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PUM+J	104	0	POR UN MUNDO MAS JUSTO
LVE	563	0	LOS VERDES DE EUROPA
P.S.D.	172	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	106	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	163	0	CIUDADANOS EN BLANCO
FE de las JONS	91	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	146	0	DEMOCRACIA NACIONAL
PFyV	32	0	FAMILIA Y VIDA
PH	243	0	PARTIDO HUMANISTA
AES	60	0	ALTERNATIVA ESPAÑOLA
E-2000	36	0	ESPAÑA 2000
TC	123	0	TIERRA COMUNERA
F.A.	56	0	FALANGE AUTENTICA
FRENTE	39	0	FRENTE ESPAÑOL
C.D.Es.	57	0	CENTRO DEMOCRATICO ESPAÑOL
C.T.C.	9	0	COMUNION TRADICIONALISTA CARLISTA
P.R.GU.	152	0	PARTIDO REGIONALISTA DE GUADALAJARA
