Siglas	Votos	Diputados	Candidatura
censo	306075	4	
participacion	213213		
abstencion	92862		
nulos	1834		
blancos	2567		
PSOE	59331	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	60154	2	PARTIDO POPULAR
Cs	43580	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	16575	0	UNIDAS PODEMOS
VOX	26631	0	VOX
PACMA	1370	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	275	0	RECORTES CERO-GRUPO VERDE
PUM+J	322	0	POR UN MUNDO MÁS JUSTO
PCTE	265	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PREPAL	309	0	PARTIDO REGIONALISTA DEL PAIS LEONES
