Siglas	Votos	Diputados	Candidatura
censo	695900	471644	
participacion	11038		
abstencion	684862		
nulos	477662		
blancos	3121		
P.S.O.E.	209451	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	208246	4	PARTIDO POPULAR
I.U.	13447	0	IZQUIERDA UNIDA
UPyD	3107	0	UNION PROGRESO Y DEMOCRACIA
C's	723	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	1173	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
LV-GV	2098	0	LOS VERDES-GRUPO VERDE
UNITAT PER LES ILLES	25454	0	UNITAT PER LES ILLES
PUM+J	425	0	POR UN MUNDO MAS JUSTO
P.C.P.E.	415	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	1010	0	CIUDADANOS EN BLANCO
FE de las JONS	334	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	250	0	DEMOCRACIA NACIONAL
PFyV	284	0	FAMILIA Y VIDA
PH	206	0	PARTIDO HUMANISTA
AES	112	0	ALTERNATIVA ESPAÑOLA
F.A.	158	0	FALANGE AUTENTICA
PIIB	360	0	PARTIT ILLENC DE SES ILLES BALEARS
TD	159	0	COALICIO TREBALLADORS PER LA DEMOCRACIA
ABA	145	0	ALIANÇA BALEAR
