Siglas	Votos	Diputados	Candidatura
censo	182321	3	
participacion	137830		
abstencion	44491		
nulos	979		
blancos	1562		
PP	47365	1	PARTIDO POPULAR
PSOE	30685	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	24603	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	23827	0	PODEMOS
IU-UPeC	5628	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	1152	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1026	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	645	0	VOX
RECORTES CE	283	0	RECORTES CERO-GRUPO VERDE
SAIn	75	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
