Siglas	Votos	Diputados	Candidatura
censo	513521	7	
participacion	434272		
abstencion	79249		
nulos	8875		
blancos	5264		
PSOE	243428	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	90023	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	28414	0	UNION DE CENTRO DEMOCRATICO
PCE	37555	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	5358	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1556	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1886	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PSA-PA	9270	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
SE	489	0	SOLIDARIDAD ESPAÑOLA
PCOE	956	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	285	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	175	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	473	0	CANDIDATURA DE UNIDAD COMUNISTA
LC (COSI)	265	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
