Siglas	Votos	Diputados	Candidatura
censo	314300	5	
participacion	270118		
abstencion	44182		
nulos	7736		
blancos	1089		
PSOE	130200	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	73826	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	33547	0	UNION DE CENTRO DEMOCRATICO
PCE	8280	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	7100	0	CENTRO DEMOCRATICO Y SOCIAL
FN	2777	0	ASOCIACION POLITICA FUERZA NUEVA
PST	915	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	240	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	252	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
UPV	1589	0	UNITAT DEL POBLE VALENCIA
EUPV	1967	0	ESQUERRA UNIDA DEL PAIS VALENCIA
MFE	124	0	MOVIMIENTO FALANGISTA DE ESPAÑA
LC (COSI)	299	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
FE-I	177	0	FALANGE ESPAÑOLA INDEPENDIENTE
