Siglas	Votos	Diputados	Candidatura
censo	561845	355842	
participacion	960		
abstencion	560885		
nulos	357617		
blancos	218		
PSOE	113675	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	73443	2	PARTIDO POPULAR
IU	35818	0	IZQUIERDA UNIDA
CDS	86121	2	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	6211	0	AGRUPACION RUIZ-MATEOS
LV-LV	2999	0	LOS VERDES-LISTA VERDE
LVE	2576	0	LOS VERDES ECOLOGISTAS
PTE-UC	810	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1523	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
AIC	6333	0	AGRUPACIONES INDEPENDIENTES DE CANARIAS
PCPE	979	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	391	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
ACN	13244	0	ASAMBLEA CANARIA NACIONALISTA
PH	574	0	PARTIDO HUMANISTA
IGC	6371	0	INDEPENDIENTES DE GRAN CANARIA
SEV	1411	0	SIETE ESTRELLAS VERDES
TAGOROR	472	0	TAGOROR O ASAMBLEA CONEJERA DE LANZAROTE
