Siglas	Votos	Diputados	Candidatura
censo	162189	132748	
participacion	2198		
abstencion	159991		
nulos	134004		
blancos	626		
P.S.O.E.	60108	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	66282	2	PARTIDO POPULAR
I.U.	3168	0	IZQUIERDA UNIDA
UPyD	1011	0	UNION PROGRESO Y DEMOCRACIA
C's	58	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PUM+J	86	0	POR UN MUNDO MAS JUSTO
LVE	313	0	LOS VERDES DE EUROPA
P.S.D.	123	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	60	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	95	0	CIUDADANOS EN BLANCO
FE de las JONS	60	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	29	0	DEMOCRACIA NACIONAL
PFyV	38	0	FAMILIA Y VIDA
PH	28	0	PARTIDO HUMANISTA
AES	41	0	ALTERNATIVA ESPAÑOLA
E-2000	22	0	ESPAÑA 2000
TC	83	0	TIERRA COMUNERA
F.A.	25	0	FALANGE AUTENTICA
ixC	100	0	INDEPENDIENTES POR CUENCA
