Siglas	Votos	Diputados	Candidatura
censo	123150	98215	
participacion	1141		
abstencion	122009		
nulos	99726		
blancos	355		
PP	54188	2	PARTIDO POPULAR
PSOE	31903	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	8808	0	IZQUIERDA UNIDA
UC	990	0	UNION CENTRISTA
LV-GV	840	0	LOS VERDES-GRUPO VERDE
PRT	84	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PH	90	0	PARTIDO HUMANISTA
FEA	98	0	FALANGE ESPAÑOLA AUTENTICA
TC-PNC	249	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
URCL	144	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
CR	56	0	COALICION REPUBLICANA
