Siglas	Votos	Diputados	Candidatura
censo	655156	456814	
participacion	2211		
abstencion	652945		
nulos	460759		
blancos	942		
PSOE	174107	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	125728	2	PARTIDO POPULAR
IU	51546	1	IZQUIERDA UNIDA
CDS	32826	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	5317	0	AGRUPACION RUIZ-MATEOS
LV-LV	2683	0	LOS VERDES-LISTA VERDE
LVE	2965	0	LOS VERDES ECOLOGISTAS
PTE-UC	2112	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	2773	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PAR	48579	1	PARTIDO ARAGONES REGIONALISTA
PCPE	573	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	510	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	1437	0	COALICION SOCIALDEMOCRATA
PH	361	0	PARTIDO HUMANISTA
AR	315	0	ALIANZA POR LA REPUBLICA
UA-CH.A	2078	0	UNION ARAGONESISTA-CHUNTA ARAGONESISTA
