Siglas	Votos	Diputados	Candidatura
censo	498771	5	
participacion	353975		
abstencion	144796		
nulos	2849		
blancos	3904		
PP	129216	2	PARTIDO POPULAR
PSOE	78460	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	53371	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	62569	1	PODEMOS
IU-UPeC	15488	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	2943	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2875	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	901	0	VOX
RECORTES CE	529	0	RECORTES CERO-GRUPO VERDE
PCPE	461	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
SAIn	173	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
PH	236	0	PARTIDO HUMANISTA
