Siglas	Votos	Diputados	Candidatura
censo	394155	276186	
participacion	16910		
abstencion	377245		
nulos	280112		
blancos	3514		
PP	135531	3	PARTIDO POPULAR
PSOE-PROGR.	117685	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	11749	0	IZQUIERDA UNIDA
PA	6569	0	PARTIDO ANDALUCISTA
UC-CDS	206	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	180	0	PARTIDO HUMANISTA
PLN	164	0	PARTIDO DE LA LEY NATURAL
FE	161	0	LA FALANGE
ES2000	189	0	PLATAFORMA ESPAÑA 2000
PADE	81	0	PARTIDO DEMOCRATA ESPAÑOL
IA	638	0	IZQUIERDA ANDALUZA
FEI-FE 2000	137	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
NA	320	0	NACION ANDALUZA
A	83	0	ASAMBLEA DE ANDALUCIA
URAL	838	0	UNION REGIONALISTA ALMERIENSE
