Siglas	Votos	Diputados	Candidatura
censo	174072	3	
participacion	123297		
abstencion	50775		
nulos	1251		
blancos	1152		
PP	39747	1	PARTIDO POPULAR
PSOE	30183	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	19789	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	21943	1	PODEMOS
IU-UPeC	6433	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	792	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	833	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	249	0	RECORTES CERO-GRUPO VERDE
PCPE	257	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	554	0	ESCAÑOS EN BLANCO
Independien	114	0	INDEPENDIENTES POR ARAGÓN
