Siglas	Votos	Diputados	Candidatura
censo	257931	197091	
participacion	924		
abstencion	257007		
nulos	198409		
blancos	351		
PSOE	97904	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	60664	1	PARTIDO POPULAR
IU	16580	0	IZQUIERDA UNIDA
CDS	14651	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	1242	0	AGRUPACION RUIZ-MATEOS
LV-LV	1336	0	LOS VERDES-LISTA VERDE
LVE	891	0	LOS VERDES ECOLOGISTAS
PTE-UC	830	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	729	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	557	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	270	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	197	0	PARTIDO HUMANISTA
