Siglas	Votos	Diputados	Candidatura
censo	269771	4	
participacion	183336		
abstencion	86435		
nulos	3087		
blancos	1026		
UCD	95425	3	UNION DE CENTRO DEMOCRATICO
PSOE	41394	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	7189	0	PARTIDO COMUNISTA DE ESPAÑA
CD	14759	0	COALICION DEMOCRATICA
UN	6900	0	PARTIDO UNION NACIONAL
PTE	2215	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	2250	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	2288	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	1139	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCARL	499	0	PARTIDO CARLISTA
LCR	837	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	729	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PANCAL	2636	0	PARTIDO NACIONALISTA DE CASTILLA Y LEON
PRE	963	0	PARTIDO RURALISTA ESPAÑOL
