Siglas	Votos	Diputados	Candidatura
censo	651184	6	
participacion	452038		
abstencion	199146		
nulos	4489		
blancos	5220		
PP	153750	2	PARTIDO POPULAR
PSOE	139281	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	85058	1	UNIDOS PODEMOS
C's	55248	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	4234	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	467	0	RECORTES CERO-GRUPO VERDE
UPyD	743	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	708	0	VOX
PCPE	663	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	614	0	ESCAÑOS EN BLANCO
FE de las JONS	330	0	FALANGE ESPAÑOLA DE LAS JONS
PCOE	627	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
AND	606	0	PARTIDO SOMOS ANDALUCES POR ANDALUCÍA Y LOS PUEBLOS
