Siglas	Votos	Diputados	Candidatura
censo	419714	5	
participacion	317302		
abstencion	102412		
nulos	2301		
blancos	3909		
PSOE	92379	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	63756	1	PARTIDO POPULAR
Cs	51017	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	43656	1	UNIDAS PODEMOS
VOX	37551	0	VOX
COMPROMÍS 2019	16713	0	COMPROMÍS: BLOC-INICIATIVA-VERDSEQUO
PACMA	3381	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	341	0	RECORTES CERO-GRUPO VERDE
PUM+J	302	0	POR UN MUNDO MÁS JUSTO
PCPE	329	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
AVANT ADELANTE LOS VERDES	586	0	AVANT ADELANTE LOS VERDES
ERPV	859	0	ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ
FE de las JONS	222	0	FALANGE ESPAÑOLA DE LAS JONS
