Siglas	Votos	Diputados	Candidatura
censo	1599236	1199241	
participacion	5679		
abstencion	1593557		
nulos	1205245		
blancos	1984		
PSOE	481268	8	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	290711	4	PARTIDO POPULAR
IU	118706	1	IZQUIERDA UNIDA
CDS	77573	1	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	11099	0	AGRUPACION RUIZ-MATEOS
LV-LV	21748	0	LOS VERDES-LISTA VERDE
UV	137710	2	UNIO VALENCIANA
LVE	7233	0	LOS VERDES ECOLOGISTAS
PTE-UC	7787	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	3128	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	1869	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UPV	27515	0	UNITAT DEL POBLE VALENCIA
FE-JONS	1420	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
CSD	1763	0	COALICION SOCIALDEMOCRATA
PH	623	0	PARTIDO HUMANISTA
AR	874	0	ALIANZA POR LA REPUBLICA
ENV-URV	1460	0	ESQUERRA NACIONALISTA VALENCIANA - URV
MV	1368	0	MOVIMIENTO VERDE
